Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Cellular Component	GO:0099513	polymeric cytoskeletal fiber	 	7.017E-4	4.161E-1	1.664E-2	1.159E-1	25	889	MAP2,ACTN1,MTUS1,PKD2,ACKR2,CNN3,WIPF1,CARMIL1,GAS7,CHMP2B,RADIL,DYNC2LI1,FYN,TTLL5,BFSP1,NRP1,STIM1,DST,PDLIM3,SVIL,DYNLRB1,JAM3,IFFO2,MACF1,CLMP
GO: Cellular Component	GO:0098637	protein complex involved in cell-matrix adhesion	 	8.640E-4	5.124E-1	1.926E-2	1.341E-1	3	14	TNC,LAMA2,LAMB1
GO: Cellular Component	GO:0005788	endoplasmic reticulum lumen	 	8.816E-4	5.228E-1	1.926E-2	1.341E-1	13	335	COL14A1,COL6A3,COL8A1,COL12A1,TNC,IGFBP3,VCAN,PDGFD,ARSJ,LAMB1,EDN1,PCSK7,LTBP1
GO: Cellular Component	GO:0098636	protein complex involved in cell adhesion	 	9.092E-4	5.392E-1	1.926E-2	1.341E-1	5	54	TNC,ITGB5,JAM3,LAMA2,LAMB1
GO: Cellular Component	GO:0097038	perinuclear endoplasmic reticulum	 	9.681E-4	5.741E-1	1.980E-2	1.378E-1	4	32	CREB3L2,NOX4,FYN,DST
GO: Cellular Component	GO:0070161	anchoring junction	 	1.375E-3	8.152E-1	2.717E-2	1.892E-1	34	1419	ACTN1,TENM2,AMOTL1,PKD2,ALCAM,FLRT2,FHL2,CNN3,JCAD,ANK3,TNC,ANXA2,ANXA6,NOX4,AKAP12,METTL5,SEPTIN11,SNTB1,PANX1,ITGB5,MPRIP,NRP1,MAGI2,DST,PDLIM3,SVIL,JAM3,RTN4,CAPZB,GRIN2D,SSPN,SPRY4,CLMP,SMAD7
GO: Cellular Component	GO:0030027	lamellipodium	 	1.483E-3	8.795E-1	2.837E-2	1.976E-1	10	230	ACTN1,SSH1,AMOTL1,PKD2,CARMIL1,TIAM2,CAPZB,ARPIN-AP3S2,SPATA13,PLCE1
GO: Cellular Component	GO:0005911	cell-cell junction	 	1.622E-3	9.620E-1	3.006E-2	2.093E-1	18	590	ACTN1,TENM2,AMOTL1,PKD2,FLRT2,CNN3,JCAD,ANK3,ANXA2,ANXA6,PANX1,MAGI2,DST,PDLIM3,JAM3,CAPZB,CLMP,SMAD7
GO: Cellular Component	GO:0005614	interstitial matrix	 	1.859E-3	1.000E0	3.340E-2	2.326E-1	3	18	COL14A1,TNC,CCDC80
GO: Cellular Component	GO:0044291	cell-cell contact zone	 	2.007E-3	1.000E0	3.501E-2	2.438E-1	6	94	ACTN1,ANK3,ANXA6,DST,JAM3,CAPZB
GO: Cellular Component	GO:0045202	synapse	 	2.080E-3	1.000E0	3.523E-2	2.453E-1	38	1683	ABL1,MAP2,ESR1,MBP,ACTN1,F2R,TENM2,SSH1,FLRT2,CNN3,ANK3,PPFIBP2,MIR100,AKAP12,CHMP2B,SLC6A6,PPP2R1B,METTL5,SNCAIP,VCAN,SEPTIN11,FYN,SNTB1,SLC30A1,ITGB5,TIAM2,NRP1,MAGI2,DST,NT5E,SYNE1,RTN4,CAPZB,LAMA2,GRIN2D,SSPN,THBS4,MACF1
GO: Cellular Component	GO:0043218	compact myelin	 	2.544E-3	1.000E0	4.175E-2	2.907E-1	3	20	MBP,ANXA2,JAM3
GO: Cellular Component	GO:0098794	postsynapse	 	2.605E-3	1.000E0	4.175E-2	2.907E-1	22	820	ABL1,MAP2,ACTN1,F2R,TENM2,CNN3,ANK3,CHMP2B,SLC6A6,METTL5,SEPTIN11,FYN,SLC30A1,NRP1,MAGI2,DST,SYNE1,RTN4,CAPZB,GRIN2D,SSPN,MACF1
GO: Cellular Component	GO:0005635	nuclear envelope	 	2.690E-3	1.000E0	4.197E-2	2.923E-1	17	569	ABL1,ALG14,ACKR2,AEN,CHMP2B,PRICKLE2,NUP93,MYC,TEX2,BCL2,SLC30A1,DST,UACA,SYNE1,RTN4,EDNRA,SMAD3
GO: Cellular Component	GO:0005593	FACIT collagen trimer	 	2.784E-3	1.000E0	4.234E-2	2.948E-1	2	6	COL14A1,COL12A1
GO: Cellular Component	GO:0014704	intercalated disc	 	3.092E-3	1.000E0	4.583E-2	3.192E-1	5	71	ACTN1,ANK3,ANXA6,DST,CAPZB
Human Phenotype	HP:0001075	Atrophic scars	 	1.097E-5	3.422E-2	3.422E-2	2.950E-1	7	35	DSE,COL6A3,COL12A1,DST,C1S,LAMC2,SMAD3
Pathway	M5884	Ensemble of genes encoding core extracellular matrix including ECM glycoproteins, collagens and proteoglycans	MSigDB C2 BIOCARTA (v7.5.1)	5.203E-7	1.039E-3	8.038E-4	6.573E-3	18	275	MATN2,SVEP1,COL14A1,COL6A3,COL8A1,COL12A1,TNC,IGFBP3,VCAN,PXDN,CRISPLD2,DPT,LAMA2,LAMB1,LAMC2,THBS4,LTBP1,LUM
Pathway	M2642	TGF-beta signaling pathway	MSigDB C2 BIOCARTA (v7.5.1)	1.204E-6	2.405E-3	8.038E-4	6.573E-3	10	86	FST,SMURF2,PPP2R1B,MYC,INHBA,TGFB2,THBS4,LTBP1,SMAD3,SMAD7
Pathway	1270244	Extracellular matrix organization	BioSystems: REACTOME	1.586E-6	3.167E-3	8.038E-4	6.573E-3	18	297	ACTN1,COL14A1,MMP2,COL6A3,COL8A1,COL12A1,TNC,VCAN,ITGB5,DST,JAM3,LAMA2,LAMB1,LAMC2,TGFB2,LOXL2,LTBP1,LUM
Pathway	M42571	Burn wound healing	MSigDB C2 BIOCARTA (v7.5.1)	1.610E-6	3.215E-3	8.038E-4	6.573E-3	11	110	LY96,TLR6,NOD1,MMP2,FST,TNC,NOX4,INHBA,BCL2,TGFB2,SMAD3
Pathway	83064	TGF-beta signaling pathway	BioSystems: KEGG	8.241E-6	1.646E-2	3.291E-3	2.691E-2	9	84	FST,SMURF2,PPP2R1B,MYC,INHBA,TGFB2,LTBP1,SMAD3,SMAD7
Pathway	1270256	ECM proteoglycans	BioSystems: REACTOME	3.490E-5	6.970E-2	1.162E-2	9.498E-2	7	57	TNC,VCAN,ITGB5,LAMA2,LAMB1,TGFB2,LUM
Pathway	M3228	Small cell lung cancer	MSigDB C2 BIOCARTA (v7.5.1)	6.234E-5	1.245E-1	1.499E-2	1.226E-1	8	84	TRAF1,RXRG,PIAS1,MYC,BCL2,LAMA2,LAMB1,LAMC2
Pathway	83105	Pathways in cancer	BioSystems: KEGG	7.582E-5	1.514E-1	1.499E-2	1.226E-1	18	395	CDKN2A,TRAF1,ABL1,GNG8,F2R,RXRG,MLH1,MMP2,MYC,BCL2,LAMA2,LAMB1,CASP8,LAMC2,EDNRA,TGFB2,EPAS1,SMAD3
Pathway	M12868	Pathways in cancer	MSigDB C2 BIOCARTA (v7.5.1)	7.823E-5	1.562E-1	1.499E-2	1.226E-1	16	325	CDKN2A,TRAF1,ABL1,RXRG,MLH1,MMP2,PIAS1,MYC,BCL2,LAMA2,LAMB1,CASP8,LAMC2,TGFB2,EPAS1,SMAD3
Pathway	1270254	Non-integrin membrane-ECM interactions	BioSystems: REACTOME	8.020E-5	1.602E-1	1.499E-2	1.226E-1	6	45	ACTN1,TNC,ITGB5,LAMA2,LAMB1,LAMC2
Pathway	M3008	Genes encoding structural ECM glycoproteins	MSigDB C2 BIOCARTA (v7.5.1)	8.256E-5	1.649E-1	1.499E-2	1.226E-1	12	196	MATN2,SVEP1,TNC,IGFBP3,PXDN,CRISPLD2,DPT,LAMA2,LAMB1,LAMC2,THBS4,LTBP1
Pathway	M39834	Small cell lung cancer	MSigDB C2 BIOCARTA (v7.5.1)	1.855E-4	3.704E-1	3.087E-2	2.524E-1	8	98	TRAF1,RXRG,MYC,BCL2,LAMA2,LAMB1,CASP8,LAMC2
Pathway	137963	Regulation of nuclear SMAD2/3 signaling	BioSystems: Pathway Interaction Database	2.416E-4	4.825E-1	3.592E-2	2.937E-1	7	77	ESR1,MED15,MYC,ITGB5,SIN3B,SMAD3,SMAD7
Pathway	M39368	TP53 network	MSigDB C2 BIOCARTA (v7.5.1)	2.627E-4	5.246E-1	3.592E-2	2.937E-1	4	20	CDKN2A,ABL1,MYC,BCL2
Pathway	M39351	TGF-beta receptor signaling	MSigDB C2 BIOCARTA (v7.5.1)	3.347E-4	6.684E-1	3.592E-2	2.937E-1	6	58	FST,INHBA,ZNF423,LTBP1,SMAD3,SMAD7
Pathway	M2	Regulation of nuclear SMAD2/3 signaling	MSigDB C2 BIOCARTA (v7.5.1)	3.568E-4	7.125E-1	3.592E-2	2.937E-1	7	82	ESR1,MED15,MYC,ITGB5,SIN3B,SMAD3,SMAD7
Pathway	83068	ECM-receptor interaction	BioSystems: KEGG	3.568E-4	7.125E-1	3.592E-2	2.937E-1	7	82	COL6A3,TNC,ITGB5,LAMA2,LAMB1,LAMC2,THBS4
Pathway	M42535	Complement system in neuronal development and plasticity	MSigDB C2 BIOCARTA (v7.5.1)	3.849E-4	7.686E-1	3.592E-2	2.937E-1	8	109	MBP,PROS1,MASP1,C1S,C9,CASP7,CASP8,TGFB2
Pathway	P00034	Integrin signalling pathway	PantherDB	3.859E-4	7.706E-1	3.592E-2	2.937E-1	10	167	ACTN1,COL14A1,COL6A3,COL8A1,COL12A1,FYN,ITGB5,LAMA2,LAMB1,LAMC2
Pathway	83067	Focal adhesion	BioSystems: KEGG	3.950E-4	7.889E-1	3.592E-2	2.937E-1	11	199	ACTN1,COL6A3,TNC,PDGFD,FYN,BCL2,ITGB5,LAMA2,LAMB1,LAMC2,THBS4
Pathway	M7253	Focal adhesion	MSigDB C2 BIOCARTA (v7.5.1)	3.950E-4	7.889E-1	3.592E-2	2.937E-1	11	199	ACTN1,COL6A3,TNC,PDGFD,FYN,BCL2,ITGB5,LAMA2,LAMB1,LAMC2,THBS4
Pathway	M7098	ECM-receptor interaction	MSigDB C2 BIOCARTA (v7.5.1)	4.137E-4	8.261E-1	3.592E-2	2.937E-1	7	84	COL6A3,TNC,ITGB5,LAMA2,LAMB1,LAMC2,THBS4
Pathway	83118	Small cell lung cancer	BioSystems: KEGG	4.137E-4	8.261E-1	3.592E-2	2.937E-1	7	84	TRAF1,RXRG,MYC,BCL2,LAMA2,LAMB1,LAMC2
Pathway	M39886	TGF-beta receptor signaling in skeletal dysplasias	MSigDB C2 BIOCARTA (v7.5.1)	4.818E-4	9.622E-1	4.009E-2	3.278E-1	6	62	FST,INHBA,ZNF423,LTBP1,SMAD3,SMAD7
Pathway	M39776	Acute viral myocarditis	MSigDB C2 BIOCARTA (v7.5.1)	5.123E-4	1.000E0	4.082E-2	3.338E-1	7	87	ABL1,FYN,BCL2,LAMA2,CASP7,CASP8,EDN1
Pathway	M5889	Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins 	MSigDB C2 BIOCARTA (v7.5.1)	5.315E-4	1.000E0	4.082E-2	3.338E-1	31	1026	MATN2,SVEP1,COL14A1,MMP2,FST,COL6A3,COL8A1,COL12A1,TNC,ANXA2,ANXA6,IGFBP3,VCAN,PDGFD,MASP1,ADAM19,INHBA,PXDN,SULF1,CRISPLD2,DPT,LAMA2,LAMB1,LAMC2,TGFB2,THBS4,ANGPTL2,LOXL2,SERPINB1,LTBP1,LUM
Pathway	1269986	Dermatan sulfate biosynthesis	BioSystems: REACTOME	6.248E-4	1.000E0	4.456E-2	3.644E-1	3	11	DSE,VCAN,DSEL
Pathway	M158	Alpha6 beta4 integrin-ligand interactions	MSigDB C2 BIOCARTA (v7.5.1)	6.248E-4	1.000E0	4.456E-2	3.644E-1	3	11	LAMA2,LAMB1,LAMC2
Pathway	PW:0000490	transforming growth factor-beta Smad dependent signaling	Pathway Ontology	7.513E-4	1.000E0	4.821E-2	3.942E-1	4	26	SMURF2,TGFB2,SMAD3,SMAD7
Pathway	M39355	Prostaglandin synthesis and regulation	MSigDB C2 BIOCARTA (v7.5.1)	7.614E-4	1.000E0	4.821E-2	3.942E-1	5	45	ANXA2,ANXA6,PTGFRN,EDN1,EDNRA
Pathway	1270245	Collagen formation	BioSystems: REACTOME	7.656E-4	1.000E0	4.821E-2	3.942E-1	7	93	COL14A1,COL6A3,COL8A1,COL12A1,DST,LAMC2,LOXL2
Pathway	M39729	VEGFA-VEGFR2 signaling pathway	MSigDB C2 BIOCARTA (v7.5.1)	7.725E-4	1.000E0	4.821E-2	3.942E-1	17	438	ABL1,ACACB,MMP2,FHL2,NOX4,PALM2AKAP2,IGFBP3,MICAL2,FYN,SRP54,BCL2,ITGB5,KANK1,NFATC2,CAPZB,GRB10,FMNL3
Disease	C0023893	Liver Cirrhosis, Experimental	DisGeNET Curated	4.835E-9	3.018E-5	3.018E-5	2.812E-4	35	774	ACTN1,LY96,F2R,PKD2,MMP2,FHL2,AEN,COL12A1,WIPF1,ANXA2,CHSY1,NOX4,IGFBP3,CYSTM1,FYN,MYC,SMC5,OLFML3,SOCS2,KANK1,PXDN,RABGAP1L,NPAS2,GLIPR1,RAB31,NT5E,RTN4,CASP7,EDN1,RNASEL,LOXL2,LTBP1,EMP1,LUM,LRRFIP1
Disease	C0033578	Prostatic Neoplasms	DisGeNET BeFree	7.129E-8	4.450E-4	2.225E-4	2.073E-3	35	862	CDKN2A,ESR1,MBP,F2R,MMP2,FST,ANXA2,PPFIBP2,POU5F1,IGFBP3,VCAN,OSR1,FOXP1,ZFHX3,FYN,PROS1,MYC,CYP1B1,PLB1,BCL2,NRP1,SOCS2,MAGI2,PVT1,DPT,NT5E,RTN4,CAPZB,CASP8,EDNRA,RNASEL,LOXL2,SERPINB1,ELL,EPAS1
Disease	C0239946	Fibrosis, Liver	DisGeNET BeFree	2.297E-7	1.434E-3	3.203E-4	2.984E-3	39	1075	DDAH1,ESR1,MATN2,F2R,MMP2,SMURF2,SH3BP5,TNC,ANXA2,ANXA6,NOX4,POU5F1,AKAP12,IGFBP3,PROS1,MYC,MASP1,PLB1,INHBA,BCL2,MPRIP,NRP1,PDLIM3,PVT1,JAM3,NPAS2,TCF21,NT5E,CASP8,EDN1,TGFB2,LIPA,ANGPTL2,LOXL2,PCSK7,LUM,EPAS1,SMAD3,SMAD7
Disease	C0026998	Acute Myeloid Leukemia, M1	DisGeNET Curated	3.646E-7	2.276E-3	3.203E-4	2.984E-3	12	125	TRIO,FHL2,MN1,ANXA2,ANXA6,MYC,BCL2,PXDN,SVIL,CASP7,CHIC2,SPRY4
Disease	C1879321	Acute Myeloid Leukemia (AML-M2)	DisGeNET Curated	3.646E-7	2.276E-3	3.203E-4	2.984E-3	12	125	TRIO,FHL2,MN1,ANXA2,ANXA6,MYC,BCL2,PXDN,SVIL,CASP7,CHIC2,SPRY4
Disease	C0220620	Gastrointestinal Carcinoid Tumor	DisGeNET BeFree	4.039E-7	2.521E-3	3.203E-4	2.984E-3	19	323	CDKN2A,ESR1,F2R,MLH1,QPCT,MMP2,FHL2,FST,FOXL1,TNC,POU5F1,BCL2,PDLIM3,CASP8,LAMC2,EDN1,TGFB2,SPRY4,SMAD3
Disease	C0153676	Secondary malignant neoplasm of lung	DisGeNET BeFree	4.124E-7	2.574E-3	3.203E-4	2.984E-3	45	1370	CDKN2A,ESR1,SLC25A37,MLH1,ALCAM,MMP2,FHL2,FST,FOXL1,TNC,ANXA2,ANXA6,CHSY1,NOX4,POU5F1,MIR100,AKAP12,IGFBP3,PLPP1,VCAN,PDGFD,PROX1,MYC,INHBA,BCL2,NRP1,STIM1,SOCS2,NFATC2,SIN3B,RAB31,ARHGEF28,TCF21,NT5E,CASP7,CASP8,LAMC2,EDN1,TGFB2,LOXL2,PCSK7,EMP1,LUM,EPAS1,SMAD7
Disease	C0018206	granulosa cell tumor	DisGeNET BeFree	5.259E-7	3.283E-3	3.203E-4	2.984E-3	10	85	CDKN2A,ESR1,CMKLR1,FHL2,FST,NOX4,BCL2,DST,CASP8,SMAD3
Disease	C4525302	Stage III Gallbladder Cancer AJCC v8	DisGeNET BeFree	6.672E-7	4.164E-3	3.203E-4	2.984E-3	20	367	CDKN2A,ESR1,MBD1,MLH1,ALCAM,MMP2,FOXL1,ANXA2,POU5F1,FOXP1,MYC,CYP1B1,BCL2,PVT1,NT5E,CASP8,RNASEL,SNORA74B,SMAD3,PLCE1
Disease	C4525301	Stage IIB Gallbladder Cancer AJCC v8	DisGeNET BeFree	6.672E-7	4.164E-3	3.203E-4	2.984E-3	20	367	CDKN2A,ESR1,MBD1,MLH1,ALCAM,MMP2,FOXL1,ANXA2,POU5F1,FOXP1,MYC,CYP1B1,BCL2,PVT1,NT5E,CASP8,RNASEL,SNORA74B,SMAD3,PLCE1
Disease	C4525300	Stage IIA Gallbladder Cancer AJCC v8	DisGeNET BeFree	6.672E-7	4.164E-3	3.203E-4	2.984E-3	20	367	CDKN2A,ESR1,MBD1,MLH1,ALCAM,MMP2,FOXL1,ANXA2,POU5F1,FOXP1,MYC,CYP1B1,BCL2,PVT1,NT5E,CASP8,RNASEL,SNORA74B,SMAD3,PLCE1
Disease	C4525305	Stage IV Gallbladder Cancer AJCC v8	DisGeNET BeFree	6.672E-7	4.164E-3	3.203E-4	2.984E-3	20	367	CDKN2A,ESR1,MBD1,MLH1,ALCAM,MMP2,FOXL1,ANXA2,POU5F1,FOXP1,MYC,CYP1B1,BCL2,PVT1,NT5E,CASP8,RNASEL,SNORA74B,SMAD3,PLCE1
Disease	C4525297	Stage 0 Gallbladder Cancer AJCC v8	DisGeNET BeFree	6.672E-7	4.164E-3	3.203E-4	2.984E-3	20	367	CDKN2A,ESR1,MBD1,MLH1,ALCAM,MMP2,FOXL1,ANXA2,POU5F1,FOXP1,MYC,CYP1B1,BCL2,PVT1,NT5E,CASP8,RNASEL,SNORA74B,SMAD3,PLCE1
Disease	C0153381	Malignant neoplasm of mouth	DisGeNET BeFree	1.202E-6	7.503E-3	5.360E-4	4.993E-3	29	720	CDKN2A,FOXN3,MTUS1,MLH1,ALCAM,MMP2,PHLDA1,TNC,POU5F1,MIR100,MED15,IGFBP3,SNTB1,MYC,PLB1,BCL2,SIRPA,NRP1,STIM1,RGMA,DST,NFATC2,BTG3,NNMT,CASP7,CASP8,ANGPTL2,LOXL2,SMAD7
Disease	C0153452	Malignant neoplasm of gallbladder	DisGeNET BeFree	1.457E-6	9.095E-3	6.008E-4	5.598E-3	21	421	CDKN2A,ESR1,MBD1,MLH1,ALCAM,MMP2,ALDH1A3,FOXL1,ANXA2,POU5F1,FOXP1,MYC,CYP1B1,BCL2,PVT1,NT5E,CASP8,RNASEL,SNORA74B,SMAD3,PLCE1
Disease	C0220641	Lip and Oral Cavity Carcinoma	DisGeNET BeFree	1.540E-6	9.613E-3	6.008E-4	5.598E-3	29	729	CDKN2A,FOXN3,MLH1,ALCAM,MMP2,PHLDA1,TNC,POU5F1,MIR100,MED15,IGFBP3,SNTB1,MYC,PLB1,BCL2,SIRPA,NRP1,STIM1,RGMA,DST,NFATC2,BTG3,NNMT,CASP7,CASP8,ANGPTL2,LOXL2,SMAD3,SMAD7
Disease	C0002793	Anaplasia	DisGeNET BeFree	1.844E-6	1.151E-2	6.687E-4	6.230E-3	24	538	CDKN2A,ESR1,RXRG,MMP2,ALDH1A3,FHL2,COL6A3,TNC,ANXA6,NOX4,POU5F1,SENP6,PROS1,PROX1,MYC,BCL2,NRP1,NFATC2,BTG3,TCF21,EDN1,TGFB2,SMAD3,SMAD7
Disease	C0023467	Leukemia, Myelocytic, Acute	DisGeNET Curated	1.984E-6	1.238E-2	6.687E-4	6.230E-3	13	173	TRIO,FHL2,MN1,ANXA2,ANXA6,SETBP1,MYC,BCL2,PXDN,SVIL,CASP7,CHIC2,SPRY4
Disease	C0029408	Degenerative polyarthritis	DisGeNET BeFree	2.035E-6	1.271E-2	6.687E-4	6.230E-3	50	1694	CDKN2A,TRAF1,TRIO,ESR1,ACTN1,F2R,SLC25A37,NOD1,COL14A1,ALCAM,CMKLR1,MMP2,FHL2,FST,SMURF2,TNC,ANXA6,NOX4,MIR100,IGFBP3,SLC20A2,FOXP1,MYC,CYP1B1,PLB1,INHBA,ZNF423,BCL2,NRP1,SOCS2,NFATC2,SULF1,PVT1,JAM3,NPAS2,NT5E,CNTRL,CASP7,CASP8,GPR166P,EDN1,EDNRA,TGFB2,THBS4,ANGPTL2,LOXL2,LTBP1,LUM,EPAS1,SMAD3
Disease	C1704272	Benign Prostatic Hyperplasia	DisGeNET BeFree	3.072E-6	1.917E-2	9.586E-4	8.931E-3	29	755	CDKN2A,ESR1,TRPS1,F2R,MLH1,MMP2,FST,SMURF2,WIPF1,ANXA2,POU5F1,AKAP12,MED15,IGFBP3,VCAN,PDE5A,FYN,PROS1,MYC,CYP1B1,BCL2,MAGI2,SULF1,RABGAP1L,EDN1,EDNRA,TGFB2,RNASEL,ANGPTL2
Disease	C0006118	Brain Neoplasms	DisGeNET BeFree	3.921E-6	2.448E-2	1.166E-3	1.086E-2	34	980	CDKN2A,ESR1,MBP,MLH1,QPCT,ALCAM,MMP2,ALDH1A3,FHL2,TNC,ANXA2,NOX4,POU5F1,VCAN,PDGFD,PROX1,MYC,CYP1B1,BCL2,NRP1,SULF1,NT5E,RTN4,CAPZB,CASP8,LAMC2,EDNRA,SPRY4,PCSK7,LHFPL2,MACF1,EMP1,EPAS1,SMAD3
Disease	C0042133	Uterine Fibroids	DisGeNET BeFree	4.514E-6	2.817E-2	1.244E-3	1.159E-2	23	528	CDKN2A,MAP2,ESR1,MMP2,FST,TNC,POU5F1,IGFBP3,VCAN,FOXP1,PROS1,CYP1B1,BCL2,DST,DPT,RTN4,LAMB1,GPR166P,EDN1,EDNRA,LTBP1,SMAD3,SMAD7
Disease	C0023267	Fibroid Tumor	DisGeNET BeFree	4.676E-6	2.919E-2	1.244E-3	1.159E-2	19	381	CDKN2A,MAP2,ESR1,MMP2,FST,TNC,POU5F1,IGFBP3,VCAN,FOXP1,CYP1B1,BCL2,DST,DPT,EDN1,EDNRA,LTBP1,SMAD3,SMAD7
Disease	C0004153	Atherosclerosis	DisGeNET BeFree	4.785E-6	2.987E-2	1.244E-3	1.159E-2	55	1998	CDKN2A,TRAF1,DDAH1,ESR1,TLR6,F2R,LYST,NOD1,ALCAM,CMKLR1,MMP2,FHL2,FST,JCAD,TNC,ANXA2,RGCC,NOX4,CCDC80,MIR100,AKAP12,CHMP2B,IGFBP3,VCAN,PDGFD,FOXP1,PDE5A,FYN,PROS1,PROX1,MYC,PLB1,PANX1,BCL2,SIRPA,MPRIP,NRP1,STIM1,MAGI2,NNMT,ARHGEF28,TCF21,NT5E,ADTRP,EDN1,EDNRA,TGFB2,LIPA,THBS4,ANGPTL2,EMP1,LUM,EPAS1,SMAD3,SMAD7
Disease	C1739135	Progression of prostate cancer	DisGeNET BeFree	8.718E-6	5.442E-2	2.168E-3	2.020E-2	19	398	CDKN2A,ESR1,F2R,ANXA2,MED15,MICAL2,PDGFD,PROS1,MYC,BCL2,SOCS2,DST,PXDN,PVT1,NNMT,DPT,CASP8,EDN1,SMAD3
Disease	C0152101	Hypoplastic Left Heart Syndrome	DisGeNET BeFree	9.032E-6	5.638E-2	2.168E-3	2.020E-2	5	20	FOXL1,FOXP1,PROX1,JAM3,EDN1
Disease	C0003850	Arteriosclerosis	DisGeNET BeFree	9.690E-6	6.048E-2	2.240E-3	2.087E-2	54	1995	CDKN2A,TRAF1,DDAH1,ESR1,TLR6,F2R,LYST,NOD1,ALCAM,CMKLR1,MMP2,FHL2,FST,JCAD,TNC,ANXA2,RGCC,NOX4,CCDC80,MIR100,AKAP12,CHMP2B,VCAN,PDGFD,FOXP1,PDE5A,FYN,PROS1,PROX1,MYC,PLB1,PANX1,BCL2,SIRPA,MPRIP,NRP1,STIM1,MAGI2,NNMT,ARHGEF28,TCF21,NT5E,ADTRP,EDN1,EDNRA,TGFB2,LIPA,THBS4,ANGPTL2,EMP1,LUM,EPAS1,SMAD3,SMAD7
Disease	C0038356	Stomach Neoplasms	DisGeNET BeFree	1.040E-5	6.494E-2	2.319E-3	2.161E-2	14	232	CDKN2A,FOXN3,MLH1,UPP1,ANXA2,SETBP1,FOXP1,MYC,TACC1,NNMT,GPR166P,EDNRA,LOXL2,SMAD3
Disease	C1623038	Cirrhosis	DisGeNET BeFree	1.323E-5	8.255E-2	2.834E-3	2.640E-2	29	815	CDKN2A,DDAH1,TRIO,ESR1,MMP2,FHL2,FST,SMURF2,TNC,ANXA2,NOX4,CHMP2B,IGFBP3,FOXP1,PROS1,PROX1,MYC,PLB1,BCL2,NRP1,PDLIM3,SULF1,NT5E,EDN1,EDNRA,LIPA,THBS4,PCSK7,LUM
Disease	C0153690	Secondary malignant neoplasm of bone	DisGeNET BeFree	1.375E-5	8.585E-2	2.834E-3	2.640E-2	25	647	CDKN2A,ABL1,ESR1,F2R,ALCAM,MMP2,SMURF2,TNC,NOX4,MIR100,IGFBP3,VCAN,PDGFD,PROS1,MYC,BCL2,ZNF217,NRP1,SOCS2,PDLIM3,EDN1,EDNRA,ANGPTL2,SMAD3,SMAD7
Disease	C1168401	Squamous cell carcinoma of the head and neck	DisGeNET BeFree	1.471E-5	9.180E-2	2.834E-3	2.640E-2	44	1519	CDKN2A,LINC01615,ACACB,ESR1,F2R,TENM2,MTUS1,MLH1,ALCAM,MMP2,TNC,ANXA2,ANXA6,NOX4,POU5F1,MIR100,MED15,IGFBP3,PDE5A,ZFHX3,MYC,ATP5MC2,CYP1B1,INHBA,BCL2,NRP1,STIM1,DST,SULF1,PVT1,BTG3,NOVA1,ARHGEF28,TCF21,NT5E,CASP7,CASP8,LAMC2,EDNRA,TGFB2,LOXL2,PCSK7,SMAD3,PLCE1
Disease	C0000768	Congenital Abnormality	DisGeNET BeFree	1.523E-5	9.508E-2	2.834E-3	2.640E-2	35	1091	CDKN2A,TRAF1,ABL1,ESR1,TRPS1,MBP,FOXN3,F2R,ALDH1A3,FST,CNN3,FNDC3B,POU5F1,AKAP12,OSR1,MYC,CYP1B1,MASP1,ZNF423,AKR1D1,BCL2,DST,PDLIM3,NFATC2,CRISPLD2,AFF3,LAMB1,LAMC2,GPR166P,MED13L,EDN1,TGFB2,LIPA,SMAD3,SMAD7
Disease	C0349458	Cervical intraepithelial neoplasia grade 1	DisGeNET BeFree	1.536E-5	9.586E-2	2.834E-3	2.640E-2	8	75	CDKN2A,ESR1,MMP2,MYC,BCL2,ZNF217,JAM3,NT5E
Disease	C0030521	Parathyroid Neoplasms	DisGeNET BeFree	1.544E-5	9.635E-2	2.834E-3	2.640E-2	9	98	CDKN2A,ESR1,MLH1,MMP2,BCL2,CASP8,GPR166P,EDNRA,SMAD3
Disease	C0004114	Astrocytoma	DisGeNET BeFree	1.650E-5	1.030E-1	2.942E-3	2.741E-2	32	958	CDKN2A,MAP2,ESR1,MBP,ACTN1,TLR6,ADH6,MLH1,MMP2,TNC,ANXA2,RGCC,NOX4,POU5F1,MIR100,AKAP12,IGFBP3,VCAN,PDGFD,PROX1,MYC,CYP1B1,PLB1,BCL2,SIRPA,NRP1,PVT1,NOVA1,GLIPR1,ARHGEF28,EDN1,EDNRA
Disease	C0010068	Coronary heart disease	DisGeNET BeFree	1.761E-5	1.099E-1	3.053E-3	2.844E-2	42	1432	CDKN2A,DDAH1,ACACB,ESR1,TRPS1,F2R,SVEP1,NOD1,ENTREP1,ACKR2,MMP2,JCAD,TNC,ANXA2,NOX4,POU5F1,IGFBP3,PDGFD,OSR1,FOXP1,ZFHX3,PROS1,CYP1B1,PLB1,MAP3K7CL,BCL2,ZNF217,STIM1,NNMT,TCF21,NT5E,ADTRP,EDN1,EDNRA,LIPA,THBS4,ANGPTL2,AOPEP,LTBP1,EPAS1,SMAD3,SMAD7
